comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240927162300-17076879,DI20240927162300,nuno,"9/27/2024, 3:14:21 AM",2024-09-27 03:14:21,"Pues si es aixi, aqui tothom de prestat i el futbol si no tens camp t ens va a jugar a Alas.",17075781,,
DI20240927162300-17075420,DI20240927162300,Realitat,"9/26/2024, 11:36:55 PM",2024-09-26 23:36:55,"El mateix president deia que no volien fer encamp perque era car. Amb una inversio de 25 milions, on el seu esponsor en posava 10, el comu 10 i lloguer gratuit per 50 anys. Ara tan sols en lloguer volien gastar 40 milions i per l'aspecte de la foto del camp, uns 35/40 milions més. De posar ells aprox 10 a posar-ne 80... ara ja sabeu per que l'acord s'ha trencat. Es una mesura de pressió més cap a govern i la població en general. Ho diuen ara que estan en un bona posició a la classificació per tenir de costat als seguidors generant una maror favorable per a futurs escenaris. El circ ha començat i tornaran a voler seguir al nacional. en cas d'aconseguir-ho.... seguent pas... pique fara pressió a la LIGA perque els deixein jugar en mesures no reglamentaries",,,
DI20240927162300-17075730,DI20240927162300,Hater,"9/27/2024, 12:17:58 AM",2024-09-27 00:17:58,Però si tenen 1000 seguidors només,17075420,,
DI20240927162300-17076204,DI20240927162300,HATERILLU :),"9/27/2024, 1:27:48 AM",2024-09-27 01:27:48,Hi ha algun club que pugui jugar a aquest estadi que en tingui més? Perquè l'alternativa és el rugby que en té 10...,17075730,,
DI20240927162300-17077874,DI20240927162300,Hater,"9/27/2024, 5:05:20 AM",2024-09-27 05:05:20,"Com a mesura de pressió em sembla igual 1000 que 10...que per cert, presionen millor pel que es veu. Si parléssim d'una massa de 10000 aficionats i que a sobre voten ja seria diferent",17076204,,
DI20240927162300-17075680,DI20240927162300,Natalie que te vi,"9/27/2024, 12:12:16 AM",2024-09-27 00:12:16,"Han estat marejant la perdiu per que pensen que ho pagarem entre tots quan a Encamp ho tenien tot a favor, be no , ells no volien pagar la seva part…..",17075420,,
DI20240927162300-17076868,DI20240927162300,eder S,"9/27/2024, 3:12:35 AM",2024-09-27 03:12:35,"a encamp no seria lo mateix  ho sento  molt he anat a encamp i a Andorra la vella, i no hi ha color.a mes no hi aniria tanta gent com ara a andorra ..be una llastima pero segon el propietari del camp si que hi havia una volunta del andorra pero entenc perfectament el propietari del camp en cas de no pagar el  lloguer que fas?, una instal.lacio feta etc..es complicat  potser les garanties de pagament no eran les mes  segures..",17075680,,
DI20240927162300-17075213,DI20240927162300,Milan,"9/26/2024, 11:08:35 PM",2024-09-26 23:08:35,A l’espera que el rugbi és deixi tornar s comprar per no liar-la tornant al Nacional. El conveni és improrrogable!,,,
DI20240927162300-17074912,DI20240927162300,Joanet,"9/26/2024, 10:08:18 PM",2024-09-26 22:08:18,A aquests no els han dit que portar les mans a la butxaca és lletgíssim?,,,
DI20240927054100-17080730,DI20240927054100,Fotuts,"9/27/2024, 8:35:55 AM",2024-09-27 08:35:55,"I mentrestant la parròquia, abandonada de tot. Els diners són pels ciutadans de la parròquia, no pels sous dels Cònsuls com ha passat a Escaldes. Invertir en Andorra la Vella, que això és bo per a tots. Tal com feia l’anterior corporació.",,,
DI20240927054100-17076543,DI20240927054100,gg,"9/27/2024, 2:19:59 AM",2024-09-27 02:19:59,"Doncs ho sento però amb això tenen rao. No pots voler gastar-ho tot amb la quantitat de milions que hi ha de deute, no és responsable. ",,,
DI20240927054100-17075887,DI20240927054100,Zero,"9/27/2024, 12:38:17 AM",2024-09-27 00:38:17,Comú d’impresentables. Penosíssim. Andorra la Vella quien te ha visto y quien te ve. ,,,
DI20240927054100-17075639,DI20240927054100,Maria,"9/27/2024, 12:05:43 AM",2024-09-27 00:05:43,"Aquesta vegada s'ha fet realitat allò de: vigila el que desitges que es pot fer realitat. Tots els que voliem un canvi a Andorra la Vella penso que ara ens estem adonant que más vale malo conocido que bueno por conocer. Després d'un any al Comú, no els tornaria a votar. Són uns incapaços. No es poden fer experiments. Res més a dir.",,,
DI20240927054100-17075026,DI20240927054100,COM ESTA EL PATIO!,"9/26/2024, 10:27:52 PM",2024-09-26 22:27:52,COM DIU EL REFRAN ( EL UNO POR EL OTRO Y LA CASA SIN BARRER). ,,,
DI20240926195300-17070877,DI20240926195300,Lleialtat,"9/26/2024, 12:21:49 PM",2024-09-26 12:21:49,"Andbus, aquella empresa que fa cosetes per quedar bé de cara a la galeria…",,,
DI20240926061600-17064651,DI20240926061600,Caoità aranya,"9/26/2024, 2:59:50 AM",2024-09-26 02:59:50,Segurament ella en té moltes dades que justifiquen el fer l'esmeta a la totalitat. O potser no en te cap dada i el que fa és obstrucció,,,
DI20240926061600-16752360,DI20240926061600,Un fart,"9/25/2024, 10:18:28 PM",2024-09-25 22:18:28,"Es que a veure si em d’espera els estudis , les dades , els informes etc etc doncs així va el País eh que uno se murio esperando ",,,
DI20240926061600-16731910,DI20240926061600,Ex-DA,"9/25/2024, 10:08:42 PM",2024-09-25 22:08:42,La Carine farà un patac de vots a les properes generals,,,
DI20240926061600-16712488,DI20240926061600,Perdoni?,"9/25/2024, 9:59:28 PM",2024-09-25 21:59:28,La Sra Montaner encara treballa al món immobiliari?,,,
DI20240926061600-17064284,DI20240926061600,Coutadana,"9/26/2024, 2:08:46 AM",2024-09-26 02:08:46,Comentari fastigós! Així va el país!,16712488,,
DI20240925095500-16569531,DI20240925095500,Lol,"9/25/2024, 8:52:21 PM",2024-09-25 20:52:21,La única que val la pena ! Tot els demès no valen rès ! ,,,
DI20240925095500-16397185,DI20240925095500,andorrà imparcial,"9/25/2024, 11:37:35 AM",2024-09-25 11:37:35,"Andorra Endavant fotrà una empenta cap endavant...uff. Si ja va sorprende en les últimes eleccions, al tanto les següents.. ",,,
DI20240925095500-16390995,DI20240925095500,JFK,"9/25/2024, 3:52:28 AM",2024-09-25 03:52:28,Un cop mes populisme pur i dur al que ens té acostumats aquesta senyora.,,,
DI20240925095500-16392375,DI20240925095500,Lol,"9/25/2024, 5:54:13 AM",2024-09-25 05:54:13,"Claro populista el que quiere usar su cerebro y sentido común. Es mejor ser uno perdido y dejarse llevar por la corriente. Luego serás el primero a llorar cuando te impongan impuestos, obligaciones que vayan en contra de todo sentido común. Tranquilo vamos por buen camino para estampar nuestras cabezas contra una pared ",16390995,,
DI20240925095500-16392149,DI20240925095500,Bot,"9/25/2024, 5:38:33 AM",2024-09-25 05:38:33,El seu comentari és el més semblant a un Bot del des-govern.,16390995,,
DI20240925095500-16396014,DI20240925095500,Lol,"9/25/2024, 10:10:45 AM",2024-09-25 10:10:45,"Claro más bot serás tú. Que no sabe que existe un cerebro para pensar, reflexionar, aprender y ver lo que no se tiene que hacer. Si no tienes sentido común problema tuyo.",16392149,,
DI20240925095500-16390536,DI20240925095500,Una escletxa de llum,"9/25/2024, 2:58:14 AM",2024-09-25 02:58:14,"Gracies Sra Montaner , x fi veig que algu d aquest govern diu  alguna cosa coherent, i  demostra com  a minim sentit comu , reflexio i genera dubtes, per les fatals  consequencies que de ben segur tindran aquestes noves lleis que el Sr Espot ja ens ha avançat fermament que NO HI HA MARXA ENRERA . No sap l alleujament que sento, al menys hi ha algu en aquest govern que realment esta compromes amb el futur de tots els ciutadans i del nostre pais . GRACIES 🥰",,,
DI20240925095500-16390251,DI20240925095500,Fer les coses ben fetes!,"9/25/2024, 2:17:38 AM",2024-09-25 02:17:38,"Felicitats a la Sra. Montaner i a AE un cop més! Aquí , ""el món polític "" no ens té acostumats a parlar clar i vetllar pel benestar ciutadà i a Fer les coses amb cap i peus, ben fonamentat, AIXI ES COM ES FAN LES COSES BEN FETES!",,,
DI20240925054800-16389799,DI20240925054800,Super mediocres,"9/25/2024, 1:10:10 AM",2024-09-25 01:10:10,Polítics nefastos i ineptes ,,,
DI20240925054800-16389254,DI20240925054800,Jove andorrà,"9/24/2024, 11:42:03 PM",2024-09-24 23:42:03,Els joves ja ens donem per vençuts. D'aquí 5-10 anys la societat andorrana estarà composta per gent de 45 anys cap a dalt... i no serà pas per la baixa natalitat. ,,,
DI20240925054800-16388989,DI20240925054800,35 anys Peter Pan,"9/24/2024, 10:44:10 PM",2024-09-24 22:44:10,"Estem construint una generació d'assistits, veritables joguines trencades. Més que ajudes, els nostres joves necessiten oportunitats dins un sistema més just i equitatiu.",,,
DI20240925054800-16388956,DI20240925054800,Mama vull ser política,"9/24/2024, 10:38:34 PM",2024-09-24 22:38:34,Vacances familiars pagades a la villa olímpica. ,,,
DI20240925054800-16388691,DI20240925054800,Bona feina,"9/24/2024, 9:53:09 PM",2024-09-24 21:53:09,Gràcies a les accions del govern. Els joves ja no necessiten ajuda. Cobren un bon salari i tenen accés a un habitatge digne. Encara que hi hagi gent que digui el contrari.,,,
DI20240925054800-16388922,DI20240925054800,El club,"9/24/2024, 10:32:35 PM",2024-09-24 22:32:35,"Ironitzes, o vius a la lluna o univers DA.",16388691,,
DI20240924130700-16386558,DI20240924130700,Il·luminats,"9/24/2024, 3:33:07 PM",2024-09-24 15:33:07,Es volen carregar tota l'economia! Aquesta gent empobriran el país i es dedicaran a repartir la misèria!,,,
DI20240924130700-16383700,DI20240924130700,Ciao,"9/24/2024, 11:00:33 AM",2024-09-24 11:00:33,"Pais de izquierdosos, transfiero mis millones a luxemburgo y me largo. Suerte con los perroflautas",,,
DI20240924130700-16385543,DI20240924130700,Ciao ciao,"9/24/2024, 1:37:19 PM",2024-09-24 13:37:19,Bon viatge !,16383700,,
DI20240924130700-16385250,DI20240924130700,Les dues Andorra,"9/24/2024, 1:11:12 PM",2024-09-24 13:11:12,Venuts I traïdors varen confiar en vosaltres.,16383700,,
DI20240924130700-16385188,DI20240924130700,RAGNAR,"9/24/2024, 1:04:02 PM",2024-09-24 13:04:02,Que pesats aquests que no pareu de dir que marxeu.,16383700,,
DI20240924130700-16384374,DI20240924130700,BON VIATGE,"9/24/2024, 11:59:00 AM",2024-09-24 11:59:00,👋🏻👋🏻👋🏻....💪🏻🇦🇩💪🏻,16383700,,
DI20240924130700-16383626,DI20240924130700,Alex,"9/24/2024, 10:53:30 AM",2024-09-24 10:53:30,"Si Concòrdia governa, Andorra anirà directe cap al Socialisme. Tothom marxarà d'aquest país i repartireu la misèria, com al 2013 que no tenieu ni cinc.",,,
DI20240924130700-16384529,DI20240924130700,BON VIATGE,"9/24/2024, 12:10:02 PM",2024-09-24 12:10:02,L'únic que heu aportat al país a sigut destrucció social a les famílies.,16383626,,
DI20240924130700-16387060,DI20240924130700,Alex,"9/24/2024, 4:52:18 PM",2024-09-24 16:52:18,"Crec que tens una confusió notable. Els nouvinguts ni han fet les torres, ni les fonts de colors, ni t'han robat els calers que tenies estalviats.",16384529,,
DI20240924130700-16384809,DI20240924130700,jaa,"9/24/2024, 12:31:37 PM",2024-09-24 12:31:37,"Si que ho trobararieu a faltar si passa, perque no hi haurà un duro per a tanta festa de subvencions, ajudes, sanitat, pensions etc. No saber la història d'Andorra et porta a parlar amb ignorància, Andorra sempre ha millorat per la gent d'afora, gent amb diners i sense diners que han prosperat perque s'ho van currar bé.",16384529,,
DI20240924130700-16381988,DI20240924130700,Sebas,"9/24/2024, 8:37:35 AM",2024-09-24 08:37:35,"Podriem indexar el numero de permisos de quota general al % de poblacio activa que treballa a l administracio publica, comuns i parapublica.... si el sector public no para d absorvir treballadors, el privat s ofega i el barco sencer s enfonsa.",,,
DI20240924130700-16381582,DI20240924130700,Sergio,"9/24/2024, 8:07:16 AM",2024-09-24 08:07:16,"Andorra está canviant molt a pitjor pero crec qué ve imposat per Espanya i França sobretot, i Unió Europea. No tenim tanta independencia com creiem.",,,
DI20240924130700-16382919,DI20240924130700,Desperta,"9/24/2024, 9:53:06 AM",2024-09-24 09:53:06,Npi,16381582,,
DI20240924130700-16380630,DI20240924130700,Vililla,"9/24/2024, 6:55:54 AM",2024-09-24 06:55:54,Uns punkipijos indocumentats ,,,
DI20240924130700-16379449,DI20240924130700,HABITATGES DIGNES,"9/24/2024, 5:13:17 AM",2024-09-24 05:13:17,"CONCÒRDIA, necessitem que agafeu el timó del país i amb l'ajuda del PS redreçar-lo, perquè aquest govern ens ha portat a unes aigües turbulentes que esta ofegant a la població per la mala gestió del capità i la seva tripulació.",,,
DI20240924130700-16382273,DI20240924130700,Sicofants,"9/24/2024, 8:58:31 AM",2024-09-24 08:58:31,Hala! ,16379449,,
DI20240924130700-16381920,DI20240924130700,"Sí, però...","9/24/2024, 8:33:09 AM",2024-09-24 08:33:09,Sortirem del foc per caure en les brases.,16379449,,
DI20240924130700-16381246,DI20240924130700,Carme,"9/24/2024, 7:41:49 AM",2024-09-24 07:41:49,+2,16379449,,
DI20240924130700-16380838,DI20240924130700,Jordi,"9/24/2024, 7:08:52 AM",2024-09-24 07:08:52,+1,16379449,,
DI20240924130700-16379162,DI20240924130700,Sandra,"9/24/2024, 4:46:21 AM",2024-09-24 04:46:21,"Molt bé concòrdia voleu limitar la quota general !!!! Com no sou ni empresari ni res semblan així anem, sou igual que Andorra endevant empresaris d’èxit jajajajja quin fart de riure.",,,
DI20240924130700-16382997,DI20240924130700,Desperta,"9/24/2024, 10:01:12 AM",2024-09-24 10:01:12,Digues que si maca. Que els portin de fora que cobren una miseria i treballen com el cul. Ja fa dies que t'han calat. T'estimes ben poc el teu pais. Primer la pela i els demes que es fotin. Arribara un día que plorareu els.temps en qué els negocis els portaven el pares i els avis. Tu i els teus foteu el.pais a.la.merda,16379162,,
DI20240924130700-16380495,DI20240924130700,Espavilada del día,"9/24/2024, 6:44:41 AM",2024-09-24 06:44:41,"I tant a tu que té portin esclaus 2 a preu de 1 i  els d'aquí al atur, digues que si espavilada, paga sous decents a gent d'aquí I veuràs com trobes gent que de cara al públic ja no és veu ningú del país i menys que parli català",16379162,,
DI20240924130700-16382157,DI20240924130700,Andorra,"9/24/2024, 8:50:48 AM",2024-09-24 08:50:48,Tens tota la raó! Només volen esclaus. ,16380495,,
