index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
36,AL20240920205600-225435,AL20240920205600,Ques estic censurat?,Fa 2 dies,,"NO NEED EU, EN 3 AÑOS NO TENDRAS NADA Y SERAS FELIÇ.    Tota aquesta panda ens volen vendre la moto que entrant allà dins a la BOCA DEL LLOP serem mes feliços que un OCHO,  però va a ser que no, tot es una punyetera mentida, l’agenda 2030 no es per riure, ens estan baixant els estàndards de tot perquè la classe mitja ja casi a desaparegut a tot Europa, avanç es considerava una persona de classe mitja a qualsevol persona que tingues, PIS DE PROPIETAT, SEGONA RESIDENCIA, 1 HO 2 COTXES FINS A 3, FEINA FIXA I UNS INGRESOS ASSEGURATS, PER ACABAR UNS ESTALVIS DE MINIM 100 MIL EUROS (PODER MES I TOT). Avui com tenen EUROPA amb desintegració total i els estàndards per nassos els tenen de baixar del contrari seriem tots mes pobres que les rates si tens 1 pis, 1 cotxe, 30 mil euros al banc i fas ½ setmanes de vacances al any JA ETS CLASSE MITJA,  COM TINGIS 2 RESIDENCIA, 2 COTXES I 100 MIL AL BANC TE FAN CREURE QUE ETS MILIONARI, curiosament tot això avanç la gent que treballava i estalviava podia arribar a tenir 40 anys enrere, som cada dia mes pobres, el nostre nivell de vida cada dia es mes merda però estant maquillant tot per fer que amb res ens conformem i encara ens creiem que som rics, SABEU QUANS MILIONARIS TE ESPAÑA SOLAMENT 800, quants en tenia avanç? Molts, per un altre costat els i venen la moto als joves que disfrutin (que emplenin terrasses, concerts, que no parin de viatjar etc) en lloc de inculcar la cultura del esforç i el sacrifici per poder tenir un coixí al futur, no passa res sempre queda afers socials i el plat de llenties, ES VERITAT ELLS DISFRUTARANT MOLT, VIATJARAN MOLT, CADA DIA ESTARANT DE TERRASES I CONCERTS, NO TINDRAN UN PIS, ELS I DIUEN QUE NO CAL EL COTXE QUE TOTS AMB TRANSPORT PUBLIC ETC i els 4 multimilionaris entre ells els polítics  perquè aquets si que son multimilionaris i no milionaris tindran cada dia el cotorro mes controlat i avui amb 30 mil euros ets considerat classe mitja alta, QUIEN TE A VISTO I QUIEN TE VE EUROPA. I lo pitjor que els joves encara creuen aquesta mentida",,16.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” NO NEED EU, EN 3 AÑOS NO TENDRAS NADA Y SERAS FELIÇ.    Tota aquesta panda ens volen vendre la moto que entrant allà dins a la BOCA DEL LLOP serem mes feliços que un OCHO,  però va a ser que no, tot es una punyetera mentida, l’agenda 2030 no es per riure, ens estan baixant els estàndards de tot perquè la classe mitja ja casi a desaparegut a tot Europa, avanç es considerava una persona de classe mitja a qualsevol persona que tingues, PIS DE PROPIETAT, SEGONA RESIDENCIA, 1 HO 2 COTXES FINS A 3, FEINA FIXA I UNS INGRESOS ASSEGURATS, PER ACABAR UNS ESTALVIS DE MINIM 100 MIL EUROS (PODER MES I TOT). Avui com tenen EUROPA amb desintegració total i els estàndards per nassos els tenen de baixar del contrari seriem tots mes pobres que les rates si tens 1 pis, 1 cotxe, 30 mil euros al banc i fas ½ setmanes de vacances al any JA ETS CLASSE MITJA,  COM TINGIS 2 RESIDENCIA, 2 COTXES I 100 MIL AL BANC TE FAN CREURE QUE ETS MILIONARI, curiosament tot això avanç la gent que treballava i estalviava podia arribar a tenir 40 anys enrere, som cada dia mes pobres, el nostre nivell de vida cada dia es mes merda però estant maquillant tot per fer que amb res ens conformem i encara ens creiem que som rics, SABEU QUANS MILIONARIS TE ESPAÑA SOLAMENT 800, quants en tenia avanç? Molts, per un altre costat els i venen la moto als joves que disfrutin (que emplenin terrasses, concerts, que no parin de viatjar etc) en lloc de inculcar la cultura del esforç i el sacrifici per poder tenir un coixí al futur, no passa res sempre queda afers socials i el plat de llenties, ES VERITAT ELLS DISFRUTARANT MOLT, VIATJARAN MOLT, CADA DIA ESTARANT DE TERRASES I CONCERTS, NO TINDRAN UN PIS, ELS I DIUEN QUE NO CAL EL COTXE QUE TOTS AMB TRANSPORT PUBLIC ETC i els 4 multimilionaris entre ells els polítics  perquè aquets si que son multimilionaris i no milionaris tindran cada dia el cotorro mes controlat i avui amb 30 mil euros ets considerat classe mitja alta, QUIEN TE A VISTO I QUIEN TE VE EUROPA. I lo pitjor que els joves encara creuen aquesta mentida"
37,AL20240920205600-225434,AL20240920205600,ho tinc clar,Fa 2 dies,,"Fantàstica confirmació: ""Andorra continuarà com un país tercer, quedarà fora de la construcció europea i no hi haurà negociacions que es puguin reprendre ràpidament."" Això és una gran oportunitat per a Andorra, assegura el seu futur!!!",,18.0,1.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Fantàstica confirmació: ""Andorra continuarà com un país tercer, quedarà fora de la construcció europea i no hi haurà negociacions que es puguin reprendre ràpidament."" Això és una gran oportunitat per a Andorra, assegura el seu futur!!!"
38,AL20240920205600-225430,AL20240920205600,Primer controleu la vostra immigració,Fa 2 dies,,"Ja, ja, ja… ells que no han estat capaços de controlar la seva immigració i tenen un munt de problemes socials associats, ens diuen que no serà un problema… Sovint la realitat acostuma a coincidir amb el contrari que afirmen els polítics (els sofistes de la nostra època).",,22.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Ja, ja, ja… ells que no han estat capaços de controlar la seva immigració i tenen un munt de problemes socials associats, ens diuen que no serà un problema… Sovint la realitat acostuma a coincidir amb el contrari que afirmen els polítics (els sofistes de la nostra època)."
39,AL20240920205600-225427,AL20240920205600,Javierín,Fa 2 dies,,Molt 'Andorra we love you' peeò la carretera del Pas no l'arregleu ni per mal de morir.  AdiEU,,12.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Molt 'Andorra we love you' peeò la carretera del Pas no l'arregleu ni per mal de morir.  AdiEU
40,AL20240920205600-225425,AL20240920205600,Nosoymarqués,Fa 2 dies,,Claro que habrá..un gran tsunami..como lo hay en toda Europa..solo saben mentir...hoy mucha suavidad..para que os creáis todo.y mañana una patada..se acabaria Andorra..mira como Suiza no quiere entrar..porque no son tontos..ni se creen nada...no se como no mirais como está Europa..! Un desastre..!..y cada vez peor.. Andorra siempre a vivido bien ..gracias a ella misma..no cometan ese error...Andorra su gran avance en todo a sido..por estar sola..por no hacer lo que hace el resto de Europa..? Si habria una guerra..? que harian sus hijos o nietos allí ? Cuando solo saben vivir en paz..los llamarian y tendrian que ir..el trabajo..lo cogerian los de fuera..excluyendo a los de aquí..!! Pero ya !! ..Y a obedecer a todo sin rechistar..? Así les gustariá vivir...pues eso pasará..olvidense de la paz y tranquilidad..!! Por favor no lo hagan !! En un futuro lo agradecerán..y no respetan nada en Europa..de lo pactado hoy...mañana no existirá...y se llevaran las manos a la cabeza.. diciendo ? Pero que hemos hecho? ..ellos prometieron..ellos firmaron..ellos juraron..y ahora ..nada de nada..eso es lo unico que conseguirán..pactos que nunca.se cumpliran..o algo añadirán luego..inventandose lo que sea...para decir..que en su momento era así..pero que ahora es así..etc..etc,,16.0,1.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Claro que habrá..un gran tsunami..como lo hay en toda Europa..solo saben mentir...hoy mucha suavidad..para que os creáis todo.y mañana una patada..se acabaria Andorra..mira como Suiza no quiere entrar..porque no son tontos..ni se creen nada...no se como no mirais como está Europa..! Un desastre..!..y cada vez peor.. Andorra siempre a vivido bien ..gracias a ella misma..no cometan ese error...Andorra su gran avance en todo a sido..por estar sola..por no hacer lo que hace el resto de Europa..? Si habria una guerra..? que harian sus hijos o nietos allí ? Cuando solo saben vivir en paz..los llamarian y tendrian que ir..el trabajo..lo cogerian los de fuera..excluyendo a los de aquí..!! Pero ya !! ..Y a obedecer a todo sin rechistar..? Así les gustariá vivir...pues eso pasará..olvidense de la paz y tranquilidad..!! Por favor no lo hagan !! En un futuro lo agradecerán..y no respetan nada en Europa..de lo pactado hoy...mañana no existirá...y se llevaran las manos a la cabeza.. diciendo ? Pero que hemos hecho? ..ellos prometieron..ellos firmaron..ellos juraron..y ahora ..nada de nada..eso es lo unico que conseguirán..pactos que nunca.se cumpliran..o algo añadirán luego..inventandose lo que sea...para decir..que en su momento era así..pero que ahora es así..etc..etc
41,AL20240920205600-225424,AL20240920205600,Vito,Fa 2 dies,,Estar a Europa es entregar les claus de casa teva per que altres hi entrin i hi manin. No volem estar a Europa.  NOOOOOO a Europa!,,19.0,1.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Estar a Europa es entregar les claus de casa teva per que altres hi entrin i hi manin. No volem estar a Europa.  NOOOOOO a Europa!
42,AL20240920205600-225417,AL20240920205600,Van der Lying,Fa 2 dies,,"On estan aquestes garanties? Jo no les vec enlloc sl texte. L’UE, institució del que no es pot fiar, sino mireu lo que esta passant a Hongria ara mateix.",,9.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” On estan aquestes garanties? Jo no les vec enlloc sl texte. L’UE, institució del que no es pot fiar, sino mireu lo que esta passant a Hongria ara mateix."
43,AL20240920205600-225411,AL20240920205600,Josep,Fa 2 dies,,"És clar que no, perquè aquests últims tres anys ja s'han encarregat els que estan al costat del Barramar de portar-los a tots, igual que altres que ara només es dediquen a fer publicitat a Instagram... XD",,6.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” És clar que no, perquè aquests últims tres anys ja s'han encarregat els que estan al costat del Barramar de portar-los a tots, igual que altres que ara només es dediquen a fer publicitat a Instagram... XD"
44,AL20240920205600-225403,AL20240920205600,Maria,Fa 2 dies,,"Jajaj,  i la moncloa que diu... Crec que tenim dret de decidir.",,17.0,1.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Jajaj,  i la moncloa que diu... Crec que tenim dret de decidir."
45,AL20240920205600-225399,AL20240920205600,Manel,Fa 2 dies,,"Amb la deriva que porta la UE de descontrol migratori, de càrrega fiscal insuportable per a mantenir pensions a tantíssims que no aporten res... etc. No és cap atractiu. És evident. Preservem les nostres fronteres.",,31.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Amb la deriva que porta la UE de descontrol migratori, de càrrega fiscal insuportable per a mantenir pensions a tantíssims que no aporten res... etc. No és cap atractiu. És evident. Preservem les nostres fronteres."
46,AL20240920205600-225395,AL20240920205600,QUE TE DE DIR AQUET SI VIU DE LA UE TAMBÉ,Fa 2 dies,,Un tsunami de immigració de valor afegit segur que no ( que es lo que necessita el país) ara un tsunami de desnonats del 3 mon això segur que si perquè ja tenim mig sud-americà aquí i l’altre mig arribaran després amb lo collonada dels drets humans  ( PER ELLS PERQUE PER ELS D’AQUI RES),,47.0,1.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Un tsunami de immigració de valor afegit segur que no ( que es lo que necessita el país) ara un tsunami de desnonats del 3 mon això segur que si perquè ja tenim mig sud-americà aquí i l’altre mig arribaran després amb lo collonada dels drets humans  ( PER ELLS PERQUE PER ELS D’AQUI RES)
47,AL20240920205600-225393,AL20240920205600,Andorrá,Fa 2 dies,,"La gent veig que encara no s’entera que no entrarem a l’Uniò Europea, que es nomès un acord d’associació.",,8.0,33.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” La gent veig que encara no s’entera que no entrarem a l’Uniò Europea, que es nomès un acord d’associació."
48,AL20240920205600-225398,AL20240920205600,Carles,Fa 2 dies,,"Nomes un Acord? De lliure circulacio de serveis i persones...fica-li el nom que vulguis pero el mercat Andorra sera esborrat del mapa a curt termini.  Ens faran emigrar forçosament a exercir feines de profesio liberal que per la seva caracteristica ens em de desplaçar, no son feines de teletreball ni online. Arquitectes, Enginyers, Psicolegs, Metges, Fisioterapeutes, ...etc la gran majoria tenim molt clar la negativa a convidar a venir serveis de paisos amb infrasous.",,33.0,0.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Nomes un Acord? De lliure circulacio de serveis i persones...fica-li el nom que vulguis pero el mercat Andorra sera esborrat del mapa a curt termini.  Ens faran emigrar forçosament a exercir feines de profesio liberal que per la seva caracteristica ens em de desplaçar, no son feines de teletreball ni online. Arquitectes, Enginyers, Psicolegs, Metges, Fisioterapeutes, ...etc la gran majoria tenim molt clar la negativa a convidar a venir serveis de paisos amb infrasous."
49,AL20240920205600-225390,AL20240920205600,Monkeypox virus,Fa 2 dies,,"como tengamos un pais como el tuyo Francia de delincuencia y immigracion, atentados etc  enterate bien coprincipe que NO QUEREMOS ESTAR EN LA EU no nos vendas que estar en Europa es mejor etc. todo es mentira solo son impuestos, aumento de IGI , inmigracion ilegal , delincuencia, robos,  NO  EUROPA!!!!  NO AL ACUERDO DE ASOCIACION CON EUROPA!!!! NO BRUSELAS!!!! mira España Canarias las pateras que llegan diariamente todos para Andorra ya tienen ganas de venir hacer turismo de calidad",,43.0,4.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” como tengamos un pais como el tuyo Francia de delincuencia y immigracion, atentados etc  enterate bien coprincipe que NO QUEREMOS ESTAR EN LA EU no nos vendas que estar en Europa es mejor etc. todo es mentira solo son impuestos, aumento de IGI , inmigracion ilegal , delincuencia, robos,  NO  EUROPA!!!!  NO AL ACUERDO DE ASOCIACION CON EUROPA!!!! NO BRUSELAS!!!! mira España Canarias las pateras que llegan diariamente todos para Andorra ya tienen ganas de venir hacer turismo de calidad"
50,AL20240920205600-225387,AL20240920205600,Joana,Fa 2 dies,,"Ho diu algú que té el país ple d'immigrants, que la meitat dels nous francesos no parlen ni francès, sinó àrab. Quina credibilitat pot tenir aquest senyor? Continuar sent un país tercer és el que volem la majoria d'andorrans, no volem acabar com França, on la majoria d'empresaris han de marxar del seus país. Tal com passarà a Andorra si s'aprova aquest maleït acord.",,43.0,2.0,article,UE,L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració”,"[ARTICLE TITLE] L’Elisi assegura que l’acord d’associació “no comportarà un tsunami d’immigració” Ho diu algú que té el país ple d'immigrants, que la meitat dels nous francesos no parlen ni francès, sinó àrab. Quina credibilitat pot tenir aquest senyor? Continuar sent un país tercer és el que volem la majoria d'andorrans, no volem acabar com França, on la majoria d'empresaris han de marxar del seus país. Tal com passarà a Andorra si s'aprova aquest maleït acord."
